case_id,activity,resource,timestamp
Case 4476,resolve ticket,Value 1,2011-09-29 13:05:04
Case 4476,closed,Value 5,2011-11-16 10:51:25
Case 4477,assign seriousness,Value 14,2010-06-23 14:35:52
Case 4477,take in charge ticket,Value 2,2010-06-23 15:07:38
Case 4477,resolve ticket,Value 2,2010-06-28 13:25:55
Case 4477,closed,Value 5,2010-08-08 14:40:28
Case 4478,assign seriousness,Value 1,2012-10-05 07:54:09
Case 4478,take in charge ticket,Value 1,2012-10-05 07:54:39
Case 4478,wait,Value 1,2012-10-08 10:02:14
Case 4478,take in charge ticket,Value 1,2012-10-22 10:50:12
Case 4478,resolve ticket,Value 1,2012-11-05 09:33:00
Case 4478,closed,Value 3,2012-11-20 09:33:18
Case 4479,assign seriousness,Value 13,2011-08-31 12:23:56
Case 4479,resolve ticket,Value 13,2011-08-31 12:24:57
Case 4479,closed,Value 5,2011-10-01 12:31:05
Case 448,assign seriousness,Value 1,2012-06-12 15:20:01
Case 448,take in charge ticket,Value 13,2012-06-13 10:35:07
Case 448,wait,Value 13,2012-06-26 13:36:43
Case 448,resolve ticket,Value 13,2012-06-29 13:27:09
Case 448,closed,Value 5,2012-07-18 15:20:37
Case 4480,assign seriousness,Value 8,2010-12-06 14:36:06
Case 4480,take in charge ticket,Value 14,2010-12-17 10:46:27
Case 4480,resolve ticket,Value 14,2011-01-12 15:04:59
Case 4480,closed,Value 5,2011-01-27 15:05:15
Case 4481,assign seriousness,Value 13,2011-09-02 13:35:01
Case 4481,take in charge ticket,Value 10,2011-09-07 16:39:55
Case 4481,wait,Value 12,2011-09-08 15:11:02
Case 4481,wait,Value 2,2011-09-16 10:41:01
Case 4481,resolve ticket,Value 12,2011-09-21 09:41:53
Case 4481,closed,Value 5,2011-10-08 12:50:51
Case 4482,assign seriousness,Value 9,2010-08-02 08:25:40
Case 4482,take in charge ticket,Value 9,2010-08-02 08:26:17
Case 4482,wait,Value 9,2010-08-02 08:26:40
Case 4482,take in charge ticket,Value 9,2010-08-02 08:49:52
Case 4482,resolve ticket,Value 9,2010-08-02 08:50:14
Case 4482,closed,Value 5,2010-09-19 08:30:59
Case 4483,assign seriousness,Value 2,2011-06-09 14:53:06
Case 4483,take in charge ticket,Value 2,2011-06-09 14:53:18
Case 4483,resolve ticket,Value 2,2011-06-09 15:29:33
Case 4483,closed,Value 5,2011-07-27 15:00:57
Case 4484,assign seriousness,Value 1,2011-11-28 14:07:27
Case 4484,take in charge ticket,Value 6,2011-11-29 07:58:51
Case 4484,resolve ticket,Value 17,2011-12-28 15:37:26
Case 4484,closed,Value 5,2012-01-12 15:37:53
Case 4485,assign seriousness,Value 13,2012-12-28 16:19:35
Case 4485,take in charge ticket,Value 9,2013-01-24 12:47:45
Case 4485,wait,Value 9,2013-01-24 14:16:03
Case 4485,resolve ticket,Value 9,2013-01-24 14:25:44
Case 4485,closed,Value 3,2013-02-08 14:25:59
Case 4486,assign seriousness,Value 7,2010-11-10 16:56:35
Case 4486,take in charge ticket,Value 2,2010-11-15 09:21:25
Case 4486,resolve ticket,Value 2,2010-11-15 09:21:43
Case 4486,closed,Value 5,2010-12-26 17:00:38
Case 4487,assign seriousness,Value 9,2012-10-08 08:36:14
Case 4487,take in charge ticket,Value 2,2012-10-22 08:38:30
Case 4487,resolve ticket,Value 2,2012-10-24 06:58:44
Case 4487,closed,Value 3,2012-11-08 07:58:59
Case 4488,assign seriousness,Value 9,2010-12-13 11:24:06
Case 4488,take in charge ticket,Value 2,2010-12-20 16:16:32
Case 4488,resolve ticket,Value 14,2010-12-21 13:44:29
Case 4488,closed,Value 5,2011-01-26 11:30:25
Case 4489,assign seriousness,Value 8,2011-01-05 16:52:01
Case 4489,take in charge ticket,Value 8,2011-01-05 16:53:04
Case 4489,resolve ticket,Value 8,2011-01-05 16:54:54
Case 4489,closed,Value 5,2011-02-18 17:00:37
Case 449,assign seriousness,Value 8,2011-03-09 11:49:32
Case 449,take in charge ticket,Value 8,2011-03-09 11:49:53
Case 449,wait,Value 8,2011-03-09 11:53:22
Case 449,take in charge ticket,Value 8,2011-03-10 13:20:24
Case 449,resolve ticket,Value 8,2011-03-10 13:21:03
Case 449,closed,Value 5,2011-04-27 12:20:36
Case 4490,assign seriousness,Value 8,2011-04-28 11:36:40
Case 4490,take in charge ticket,Value 13,2011-04-28 15:52:37
Case 4490,wait,Value 13,2011-05-02 08:30:19
Case 4490,take in charge ticket,Value 13,2011-05-09 13:21:55
Case 4490,resolve ticket,Value 13,2011-05-09 13:22:14
Case 4490,closed,Value 5,2011-06-09 16:02:44
Case 4491,assign seriousness,Value 1,2012-03-27 13:06:26
Case 4491,take in charge ticket,Value 13,2012-03-28 09:55:47
Case 4491,resolve ticket,Value 13,2012-04-03 15:05:03
Case 4491,closed,Value 5,2012-04-27 13:10:22
Case 4492,assign seriousness,Value 1,2011-12-01 16:47:08
Case 4492,take in charge ticket,Value 13,2011-12-02 16:29:46
Case 4492,wait,Value 13,2011-12-12 15:52:41
Case 4492,resolve ticket,Value 13,2011-12-14 15:52:02
Case 4492,closed,Value 5,2012-01-05 16:50:11
Case 4493,assign seriousness,Value 1,2012-06-21 15:51:10
Case 4493,resolve ticket,Value 1,2012-06-21 15:52:05
Case 4493,resolve ticket,Value 1,2012-06-21 15:52:16
Case 4493,closed,Value 5,2012-07-29 16:00:43
Case 4494,assign seriousness,Value 1,2011-09-22 09:15:12
Case 4494,take in charge ticket,Value 16,2011-09-26 07:29:21
Case 4494,resolve ticket,Value 16,2011-09-26 09:14:14
Case 4494,closed,Value 5,2011-11-20 10:20:35
Case 4495,assign seriousness,Value 13,2011-07-07 07:28:31
Case 4495,resolve ticket,Value 13,2011-07-07 09:10:50
Case 4495,closed,Value 5,2011-08-09 07:30:23
Case 4496,insert ticket,Value 5,2010-03-31 07:46:16
Case 4496,assign seriousness,Value 2,2010-03-31 09:18:40
Case 4496,take in charge ticket,Value 16,2010-03-31 10:51:30
Case 4496,resolve ticket,Value 16,2010-03-31 11:00:57
Case 4496,closed,Value 5,2010-05-08 07:50:37
Case 4497,assign seriousness,Value 2,2010-05-11 13:43:40
Case 4497,assign seriousness,Value 16,2010-05-18 16:24:49
Case 4497,take in charge ticket,Value 12,2010-05-25 10:28:52
Case 4497,resolve ticket,Value 12,2010-05-25 11:20:29
Case 4497,closed,Value 5,2010-06-11 13:50:25
Case 4498,assign seriousness,Value 1,2012-01-27 10:26:59
Case 4498,take in charge ticket,Value 13,2012-02-02 09:45:25
Case 4498,wait,Value 13,2012-02-10 10:54:06
Case 4498,resolve ticket,Value 13,2012-02-14 14:41:47
Case 4498,closed,Value 5,2012-03-17 14:20:49
Case 4499,assign seriousness,Value 13,2010-12-27 13:46:04
Case 4499,assign seriousness,Value 2,2011-01-21 14:31:53
Case 4499,take in charge ticket,Value 2,2011-01-21 14:32:04
Case 4499,resolve ticket,Value 9,2011-01-26 09:06:41
Case 4499,closed,Value 5,2011-02-10 09:06:54
Case 45,assign seriousness,Value 9,2012-01-20 14:08:14
Case 45,take in charge ticket,Value 9,2012-01-25 11:46:19
Case 45,resolve ticket,Value 9,2012-03-02 10:40:59
Case 45,closed,Value 5,2012-03-17 10:41:18
Case 450,assign seriousness,Value 9,2010-10-07 15:56:55
Case 450,take in charge ticket,Value 9,2010-10-07 15:57:26
Case 450,resolve ticket,Value 9,2010-10-08 08:44:11
Case 450,closed,Value 5,2010-11-20 17:00:35
Case 4500,assign seriousness,Value 7,2010-09-20 15:58:57
Case 4500,take in charge ticket,Value 14,2010-09-22 07:43:46
Case 4500,resolve ticket,Value 14,2010-09-22 07:44:01
Case 4500,closed,Value 5,2010-10-21 16:00:45
Case 4501,take in charge ticket,Value 1,2012-11-07 16:07:45
Case 4501,wait,Value 1,2012-11-13 08:31:55
Case 4501,take in charge ticket,Value 1,2012-11-13 10:26:24
Case 4501,wait,Value 1,2012-11-13 15:20:45
Case 4501,resolve ticket,Value 1,2012-11-28 08:50:30
Case 4501,closed,Value 3,2012-12-13 08:50:49
Case 4502,assign seriousness,Value 8,2011-04-19 09:07:12
Case 4502,take in charge ticket,Value 8,2011-04-19 09:07:42
Case 4502,resolve ticket,Value 6,2011-04-19 12:58:39
Case 4502,closed,Value 5,2011-06-10 09:10:28
Case 4503,assign seriousness,Value 8,2011-05-20 08:49:52
Case 4503,take in charge ticket,Value 9,2011-05-20 08:53:45
Case 4503,wait,Value 9,2011-05-20 12:32:08
Case 4503,take in charge ticket,Value 2,2011-05-30 13:20:30
Case 4503,resolve ticket,Value 2,2011-05-30 13:20:38
Case 4503,closed,Value 5,2011-06-22 09:30:25
Case 4504,assign seriousness,Value 8,2011-05-27 13:05:23
Case 4504,take in charge ticket,Value 8,2011-05-27 13:05:49
Case 4504,resolve ticket,Value 9,2011-05-30 10:10:26
Case 4504,closed,Value 5,2011-07-14 13:10:31
Case 4505,assign seriousness,Value 2,2010-01-29 10:14:43
Case 4505,take in charge ticket,Value 2,2010-01-29 10:14:56
Case 4505,resolve ticket,Value 2,2010-01-29 10:15:02
Case 4505,closed,Value 5,2010-03-03 10:20:47
Case 4506,assign seriousness,Value 18,2013-10-30 10:50:06
Case 4506,take in charge ticket,Value 2,2013-10-31 14:49:30
Case 4506,wait,Value 2,2013-11-04 16:06:50
Case 4506,resolve ticket,Value 2,2013-11-18 08:09:59
Case 4506,closed,Value 3,2013-12-03 08:10:16
Case 4507,insert ticket,Value 5,2010-03-29 12:50:18
Case 4507,assign seriousness,Value 2,2010-03-29 13:38:36
Case 4507,take in charge ticket,Value 16,2010-03-29 15:42:27
Case 4507,resolve ticket,Value 12,2010-03-29 16:29:55
Case 4507,closed,Value 5,2010-05-14 13:00:41
Case 4508,assign seriousness,Value 9,2012-04-04 09:39:57
Case 4508,take in charge ticket,Value 6,2012-04-04 12:39:31
Case 4508,resolve ticket,Value 6,2012-04-04 13:06:48
Case 4508,closed,Value 5,2012-06-02 09:40:36
Case 4509,assign seriousness,Value 6,2011-09-16 07:35:57
Case 4509,take in charge ticket,Value 6,2011-09-16 09:03:22
Case 4509,resolve ticket,Value 6,2011-09-16 09:20:11
Case 4509,closed,Value 5,2011-11-05 08:40:22
Case 451,assign seriousness,Value 9,2011-07-08 14:17:10
Case 451,assign seriousness,Value 2,2011-07-13 09:15:33
Case 451,take in charge ticket,Value 7,2011-07-13 12:27:47
Case 451,resolve ticket,Value 7,2011-07-13 12:29:32
Case 451,closed,Value 5,2011-08-21 14:20:33
Case 4510,assign seriousness,Value 7,2010-09-20 12:59:33
Case 4510,take in charge ticket,Value 7,2010-09-20 14:03:37
Case 4510,resolve ticket,Value 7,2010-09-20 14:03:46
Case 4510,closed,Value 5,2010-11-03 14:00:30
Case 4511,assign seriousness,Value 18,2013-11-13 13:40:36
Case 4511,take in charge ticket,Value 20,2013-11-21 09:31:08
Case 4511,require upgrade,Value 2,2013-11-21 13:08:17
Case 4511,resolve ticket,Value 2,2013-12-18 08:31:51
Case 4511,resolve ticket,Value 2,2013-12-18 08:31:51
Case 4511,closed,Value 3,2014-01-02 08:32:07
Case 4512,assign seriousness,Value 1,2011-11-03 14:18:03
Case 4512,wait,Value 1,2011-11-04 15:30:03
Case 4512,resolve ticket,Value 1,2011-11-08 11:51:28
Case 4512,closed,Value 5,2011-12-23 10:50:25
Case 4513,take in charge ticket,Value 13,2011-12-15 14:19:44
Case 4513,resolve ticket,Value 13,2012-01-11 14:42:14
Case 4513,closed,Value 5,2012-02-10 14:42:38
Case 4514,assign seriousness,Value 7,2010-09-15 10:52:41
Case 4514,take in charge ticket,Value 2,2010-09-16 09:04:46
Case 4514,wait,Value 2,2010-09-16 09:06:45
Case 4514,take in charge ticket,Value 9,2010-09-16 10:57:45
Case 4514,resolve ticket,Value 9,2010-09-16 15:39:30
Case 4514,closed,Value 5,2010-10-31 14:50:48
Case 4515,assign seriousness,Value 1,2012-05-10 10:02:57
Case 4515,take in charge ticket,Value 1,2012-05-10 10:03:06
Case 4515,resolve ticket,Value 1,2012-05-10 10:18:16
Case 4515,closed,Value 5,2012-06-12 10:10:34
Case 4516,assign seriousness,Value 2,2011-06-16 13:11:20
Case 4516,take in charge ticket,Value 2,2011-06-16 13:11:33
Case 4516,resolve ticket,Value 2,2011-06-16 13:17:04
Case 4516,closed,Value 5,2011-07-19 13:20:38
Case 4517,assign seriousness,Value 13,2011-08-22 07:52:03
Case 4517,take in charge ticket,Value 13,2011-08-22 07:52:12
Case 4517,resolve ticket,Value 13,2011-08-23 09:19:56
Case 4517,closed,Value 5,2011-10-05 08:00:49
Case 4518,assign seriousness,Value 1,2011-10-12 09:02:12
Case 4518,take in charge ticket,Value 9,2011-10-14 12:44:09
Case 4518,wait,Value 9,2011-10-18 09:06:10
Case 4518,resolve ticket,Value 9,2011-10-27 08:41:26
Case 4518,closed,Value 5,2011-12-08 09:50:37
Case 4519,assign seriousness,Value 8,2011-05-25 15:56:19
Case 4519,take in charge ticket,Value 8,2011-05-25 15:56:45
Case 4519,wait,Value 6,2011-06-10 14:03:46
Case 4519,wait,Value 6,2011-06-10 14:03:47
Case 4519,take in charge ticket,Value 6,2011-06-10 14:04:09
Case 4519,wait,Value 9,2011-06-10 15:41:55
Case 4519,take in charge ticket,Value 9,2011-06-14 12:36:18
Case 4519,create sw anomaly,Value 9,2011-06-14 12:36:36
Case 4519,resolve ticket,Value 9,2011-06-14 15:07:39
Case 4519,closed,Value 5,2011-07-14 15:10:21
Case 452,assign seriousness,Value 2,2010-11-30 17:09:16
Case 452,take in charge ticket,Value 2,2010-12-06 08:08:44
Case 452,resolve ticket,Value 2,2010-12-06 16:31:43
Case 452,closed,Value 5,2011-01-01 17:00:34
Case 4520,assign seriousness,Value 14,2010-11-29 13:49:51
Case 4520,take in charge ticket,Value 2,2010-11-29 16:55:13
Case 4520,resolve ticket,Value 2,2010-11-30 14:09:23
Case 4520,closed,Value 5,2010-12-31 13:50:38
Case 4521,assign seriousness,Value 8,2011-04-19 14:08:37
Case 4521,take in charge ticket,Value 8,2011-04-19 15:00:39
Case 4521,resolve ticket,Value 8,2011-04-19 15:01:41
Case 4521,closed,Value 5,2011-06-04 14:10:25
Case 4522,assign seriousness,Value 1,2012-07-27 13:15:57
Case 4522,take in charge ticket,Value 4,2012-07-31 12:09:22
Case 4522,wait,Value 4,2012-08-03 13:42:46
Case 4522,resolve ticket,Value 4,2012-08-03 15:41:11
Case 4522,closed,Value 5,2012-09-05 15:20:42
Case 4523,assign seriousness,Value 8,2010-12-23 10:15:45
Case 4523,take in charge ticket,Value 7,2010-12-29 09:19:43
Case 4523,resolve ticket,Value 7,2010-12-29 09:21:03
Case 4523,closed,Value 5,2011-02-05 10:20:29
Case 4524,assign seriousness,Value 2,2010-06-22 09:12:01
Case 4524,take in charge ticket,Value 2,2010-06-22 09:15:30
Case 4524,resolve ticket,Value 2,2010-06-22 09:17:54
Case 4524,closed,Value 5,2010-08-05 09:20:24
Case 4525,assign seriousness,Value 8,2011-01-05 15:46:10
Case 4525,take in charge ticket,Value 12,2011-01-13 16:39:32
Case 4525,resolve ticket,Value 12,2011-01-13 16:43:03
Case 4525,resolve ticket,Value 12,2011-01-13 16:43:03
Case 4525,closed,Value 5,2011-03-05 15:50:32
Case 4526,assign seriousness,Value 1,2012-07-23 07:00:05
Case 4526,take in charge ticket,Value 13,2012-07-23 10:21:13
Case 4526,resolve ticket,Value 13,2012-07-31 08:40:08
Case 4526,closed,Value 5,2012-09-07 07:10:40
Case 4527,assign seriousness,Value 9,2012-02-15 09:14:20
Case 4527,resolve ticket,Value 9,2012-02-15 09:15:47
Case 4527,closed,Value 5,2012-03-24 09:20:32
Case 4528,assign seriousness,Value 1,2011-11-18 13:33:44
Case 4528,resolve ticket,Value 1,2011-11-18 14:35:55
Case 4528,wait,Value 1,2011-11-21 10:42:07
Case 4528,wait,Value 1,2011-11-21 10:42:08
Case 4528,resolve ticket,Value 6,2011-11-28 09:30:49
Case 4528,closed,Value 5,2012-01-01 13:40:38
Case 4529,assign seriousness,Value 8,2011-04-21 13:31:13
Case 4529,take in charge ticket,Value 8,2011-04-21 13:33:02
Case 4529,resolve ticket,Value 13,2011-04-26 14:22:32
Case 4529,closed,Value 5,2011-05-24 13:40:25
Case 453,assign seriousness,Value 1,2012-05-23 07:56:57
Case 453,take in charge ticket,Value 1,2012-05-23 07:57:05
Case 453,resolve ticket,Value 1,2012-05-25 12:31:15
Case 453,resolve ticket,Value 1,2012-05-25 12:31:15
Case 453,closed,Value 5,2012-06-27 08:01:06
Case 4530,assign seriousness,Value 14,2013-05-03 14:30:03
Case 4530,assign seriousness,Value 2,2013-05-06 07:21:22
Case 4530,resolve ticket,Value 2,2013-05-21 07:07:07
Case 4530,closed,Value 3,2013-06-05 07:07:29
Case 4531,take in charge ticket,Value 13,2012-01-25 09:28:06
Case 4531,resolve ticket,Value 13,2012-01-25 13:57:09
Case 4531,closed,Value 5,2012-02-25 09:30:36
Case 4532,assign seriousness,Value 14,2013-05-17 12:17:46
Case 4532,resolve ticket,Value 14,2013-06-05 11:02:43
Case 4532,closed,Value 3,2013-06-20 11:03:02
Case 4533,assign seriousness,Value 4,2012-07-18 10:29:48
Case 4533,take in charge ticket,Value 4,2012-07-18 13:16:28
Case 4533,resolve ticket,Value 4,2012-07-18 13:17:22
Case 4533,closed,Value 5,2012-09-02 10:30:17
Case 4534,assign seriousness,Value 13,2011-09-12 08:26:28
Case 4534,take in charge ticket,Value 10,2011-09-12 09:11:47
Case 4534,resolve ticket,Value 10,2011-09-12 17:04:15
Case 4534,closed,Value 5,2011-10-20 08:30:08
Case 4535,assign seriousness,Value 1,2012-12-20 16:39:59
Case 4535,take in charge ticket,Value 1,2013-01-07 08:12:28
Case 4535,resolve ticket,Value 1,2013-01-07 11:22:37
Case 4535,closed,Value 3,2013-01-22 11:22:55
Case 4536,assign seriousness,Value 13,2011-07-06 10:04:33
Case 4536,resolve ticket,Value 13,2011-07-07 08:27:35
Case 4536,closed,Value 5,2011-08-06 10:10:22
Case 4537,assign seriousness,Value 4,2013-08-09 08:25:24
Case 4537,take in charge ticket,Value 2,2013-08-26 09:03:17
Case 4537,resolve ticket,Value 2,2013-08-26 09:50:05
Case 4537,closed,Value 3,2013-09-10 09:50:25
Case 4538,assign seriousness,Value 9,2012-02-10 15:14:48
Case 4538,take in charge ticket,Value 6,2012-02-13 08:08:00
Case 4538,take in charge ticket,Value 6,2012-02-17 08:40:51
Case 4538,take in charge ticket,Value 6,2012-02-17 08:40:51
Case 4538,resolve ticket,Value 16,2012-02-28 12:20:01
Case 4538,closed,Value 5,2012-03-14 12:20:15
Case 4539,assign seriousness,Value 2,2010-01-14 09:10:48
Case 4539,assign seriousness,Value 2,2010-01-14 09:11:02
Case 4539,take in charge ticket,Value 15,2010-01-20 09:15:20
Case 4539,resolve ticket,Value 15,2010-01-20 09:26:05
Case 4539,closed,Value 5,2010-03-06 09:26:32
Case 454,assign seriousness,Value 1,2011-11-08 15:52:09
Case 454,take in charge ticket,Value 1,2011-11-08 15:52:23
Case 454,resolve ticket,Value 1,2011-11-08 16:20:00
Case 454,closed,Value 5,2011-12-09 16:01:08
Case 4540,assign seriousness,Value 8,2011-01-21 14:01:30
Case 4540,take in charge ticket,Value 6,2011-01-24 09:36:07
Case 4540,resolve ticket,Value 6,2011-01-26 09:52:05
Case 4540,closed,Value 5,2011-03-06 14:11:02
Case 4541,assign seriousness,Value 1,2012-02-10 14:32:25
Case 4541,take in charge ticket,Value 2,2012-02-15 11:29:00
Case 4541,resolve ticket,Value 2,2012-02-15 14:22:40
Case 4541,closed,Value 5,2012-03-14 14:40:35
Case 4542,assign seriousness,Value 1,2012-06-08 12:10:27
Case 4542,take in charge ticket,Value 2,2012-06-15 15:19:48
Case 4542,resolve ticket,Value 2,2012-06-26 07:40:00
Case 4542,closed,Value 5,2012-07-11 12:20:47
Case 4543,assign seriousness,Value 8,2011-01-11 10:42:26
Case 4543,take in charge ticket,Value 2,2011-01-11 11:16:26
Case 4543,take in charge ticket,Value 2,2011-01-11 11:16:56
Case 4543,take in charge ticket,Value 2,2011-01-18 08:14:59
Case 4543,resolve ticket,Value 8,2011-01-21 15:23:44
Case 4543,closed,Value 5,2011-02-11 10:50:20
Case 4544,assign seriousness,Value 1,2013-11-04 14:55:31
Case 4544,take in charge ticket,Value 1,2013-11-04 14:55:52
Case 4544,resolve ticket,Value 1,2013-12-19 16:28:28
Case 4545,assign seriousness,Value 1,2012-03-29 13:55:12
Case 4545,take in charge ticket,Value 1,2012-03-29 13:55:42
Case 4545,wait,Value 2,2012-04-10 09:28:01
Case 4545,resolve ticket,Value 9,2012-04-20 13:23:29
Case 4545,closed,Value 5,2012-05-27 08:00:23
Case 4546,assign seriousness,Value 1,2012-01-26 16:53:54
Case 4546,assign seriousness,Value 2,2012-01-27 08:27:55
Case 4546,resolve ticket,Value 2,2012-01-27 08:35:02
Case 4546,closed,Value 5,2012-02-28 17:00:18
Case 4547,assign seriousness,Value 1,2012-07-18 15:08:39
Case 4547,take in charge ticket,Value 13,2012-07-18 15:10:24
Case 4547,resolve ticket,Value 13,2012-07-23 10:10:59
Case 4547,closed,Value 5,2012-09-02 15:10:47
Case 4548,assign seriousness,Value 13,2011-01-11 16:49:26
Case 4548,take in charge ticket,Value 2,2011-01-12 08:10:04
Case 4548,resolve ticket,Value 2,2011-01-13 13:42:11
Case 4548,closed,Value 5,2011-02-11 16:50:26
Case 4549,assign seriousness,Value 1,2011-10-05 10:15:43
Case 4549,take in charge ticket,Value 9,2011-10-07 12:38:54
Case 4549,resolve ticket,Value 9,2011-10-07 15:14:52
Case 4549,closed,Value 5,2011-11-20 11:27:14
Case 455,assign seriousness,Value 19,2010-07-01 08:33:32
Case 455,take in charge ticket,Value 2,2010-07-12 09:25:59
Case 455,wait,Value 2,2010-07-14 14:04:12
Case 455,take in charge ticket,Value 2,2010-07-21 08:23:02
Case 455,resolve ticket,Value 2,2010-07-21 08:23:11
Case 455,closed,Value 5,2010-08-05 08:23:24
Case 4550,assign seriousness,Value 1,2011-10-28 10:58:43
Case 4550,take in charge ticket,Value 9,2011-10-31 15:40:46
Case 4550,resolve ticket,Value 9,2011-11-04 08:38:52
Case 4550,closed,Value 5,2011-12-11 12:00:33
Case 4551,assign seriousness,Value 1,2012-06-08 07:10:00
Case 4551,take in charge ticket,Value 1,2012-06-08 07:10:17
Case 4551,wait,Value 4,2012-06-12 10:59:55
Case 4551,resolve ticket,Value 4,2012-06-13 15:19:50
Case 4551,closed,Value 5,2012-07-19 10:30:26
Case 4552,assign seriousness,Value 2,2012-01-09 13:27:05
Case 4552,take in charge ticket,Value 10,2012-01-20 18:28:06
